DatGeracaoConjuntoDados;SigAgenteFiscalizador;NumAutoInfracao;DatLavraturaAutoInfracao;NomNaturezaFiscalizacao;DscObjetoFiscalizado;CodObjetoFiscalizado;NomAgenteFiscalizado;NumCPFCNPJAgenteFiscalizado;NumProcessoPunitivo;NumProcessoPunitivoANEEL;DatRecebimentoAutoInfracao;DscTipoPenalidade;VlrPenalidade;DtRecebimentoRecurso;DatDecisaoJuizo;DscDecisaoCompletaJuizo;DscAtoJuizo;VlrMultaAposJuizo;DatDecisaoDiretoria;DscDecisaoCompletaDiretoria;DscAtoDiretoria;VlrMultaAposDiretoria;NumTermoEncerramento;DatLavraturaTE;DscEnquadramentoAI;NumTermoNotificacao;NumProcessoFiscalizacao
01/10/2023;ANEEL;0021/2023-SFT;09/08/2023;1.02.05 - Procedimento Segurança de Barragens;Empreendimentos de Geração;Não informado;Hidroelétrica Bergamin Ltda.;9342398000119;48500004193202300;;11/08/2023; Multa;74180,35;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12;0002/2023-SFG;4,85E+16
01/10/2023;ANEEL;0022/2019-SFE;26/09/2019;Ocorrências/Perturbações;Não se aplica;Não se aplica;Linhas de Xingu Transmissora de Energia S/A - XINGU;10240186000100;48500000336201900;;30/09/2019; Multa;161630,34;;;;;;;;;;0025/2020-SFE;01/10/2020; Multa do Grupo III Art. 6º;0011/2019-SFE;4,85E+16
01/10/2023;ANEEL;0022/2020-SFE;30/04/2020;Operação e Manutenção;Não se aplica;Não se aplica;Cia. de Transmissão de Energia Elétrica Paulista - CTEEP;2998611000104;48500004805201900;;05/05/2020; Multa;954557,81;15/05/2020;03/11/2020;Decisão anterior mantida;4,8534E+16;954557,81;18/11/2021;Decisão anterior mantida;4,8575E+16;954557,81;;; Multa do Grupo III Art. 6º;0043/2019-SFE;4,85E+16
01/10/2023;ANEEL;0022/2020-SFF;01/06/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Departamento Municipal de Energia de Ijuí Geração;19462106000135;48500000566202000;4,85E+16;09/06/2020;;;;;;;;;;;;1040/2020-SFF;07/07/2020;;0015/2020-SFF;4,85E+16
01/10/2023;ANEEL;0022/2020-SFG;24/11/2020;1.02.15 - Demais Obrigações Normativas; Jauru-UHE; UHE.PH.MT.001245-9.01;Cinco Estrelas Agropecuária e Participações Ltda.;1360601000178;48500003791202000;;24/11/2020; Multa;301095,56;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0042/2020-SFG;4,85E+16
01/10/2023;AGERGS;0022/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace II-EOL; EOL.CV.RS.030742-4.01;Eólica Geribatu II S/A;14606692000120;000702-39.00/21-8;;22/04/2021; Multa;26758,85;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0026/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0022/2020-AGERGS-SFG;000112-39.00/12-1
01/10/2023;ARSEP;0022/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Riachão VII-EOL; EOL.CV.RN.030873-0.01;Central Geradora Eolica Arena S/A;11781913000109;78100100019272000;;24/05/2021; Multa;33858;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0022/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0022/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana XVI-EOL; EOL.CV.PI.031392-0.01;Ventos de Santa Joana XVI Energias Renováveis S/A;19082822000197;48500001293202100;;12/05/2021; Multa;51984,59;;;;;;;;;;1130/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0075/2020-SFG;4,85E+16
01/10/2023;ARPE;0022/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;22/22CEE-ARPE-S9;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0022/2022-ARPE-SFG;22/22CEE-ARPE-S9
01/10/2023;ANEEL;0022/2022-SFG;15/08/2022;1.01.02 - Procedimento da Fase Obras; Coremas VI-UFV; UFV.RS.PB.032865-0.01;Coremas VI Geração de Energia Spe Ltda.;34850666000150;48500006906202200;4,85E+16;19/08/2022; Multa;33471,36;;;;;;;;;;1190/2022-SFG;20/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0017/2022-SFG;4,85E+16
01/10/2023;ANEEL;0022/2023-SFT;18/08/2023;Empreendimentos de Transmissão;Não se aplica;Não se aplica;ARTEON Z3 Energia S/A - Z3;28594202000128;48500008211202200;;21/08/2023; Multa;34849,38;;;;;;;;;;1245/2023-SFT;19/09/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0003/2023-SFE;4,85E+16
01/10/2023;ANEEL;0023/2019-SFE;27/09/2019;Operação e Manutenção;Não se aplica;Não se aplica;Linhas de Macapá Transmissora de Energia S/A - MACAPÁ;10234027000100;48500000337201900;;03/10/2019; Advertência / Multa;459940,4;;;;;;;;;;0026/2020-SFE;01/10/2020; Advertência Art. 3º / Multa do Grupo III Art. 6º / Multa do Grupo IV Art. 7º;0012/2019-SFE;4,85E+16
01/10/2023;ANEEL;0023/2020-SFE;09/06/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;COPEL Distribuição S/A - COPEL-Dis;4368898000106;48500004113201900;;15/06/2020; Multa;1911211,81;25/06/2020;24/08/2020;Decisão anterior mantida;4,8534E+16;1911211,81;13/11/2020;Decisão anterior mantida;4,8575E+16;1911211,81;;; Multa do Grupo III Art. 6º;0001/2020-SFE;4,85E+16
01/10/2023;ANEEL;0023/2020-SFF;01/06/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;SPE Santa Maria Transmissora de Energia S/A - Santa Maria;23791563000140;48500000568202000;4,85E+16;04/06/2020;;;;;;;;;;;;1041/2020-SFF;08/07/2020;;0017/2020-SFF;4,85E+16
01/10/2023;ANEEL;0023/2020-SFG;18/12/2020;1.02.05 - Procedimento Segurança de Barragens; Lambari-PCH; PCH.PH.SC.035120-2.01;MAUÊ S/A - Geradora e Fornecedora de Insumos - MAUÊ;7004149000198;48500006341202000;4,85E+16;21/12/2020; Multa;15769,86;;;;;;;;;;1050/2021-SFG;15/01/2021; Multa do Grupo IV (REN 846/2019) Art. 12;0045/2020-SFG;4,85E+16
01/10/2023;AGERGS;0023/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace III-EOL; EOL.CV.RS.030746-7.01;Eólica Geribatu III S/A;14606670000160;000707-39.00/21-1;;22/04/2021; Multa;35463,49;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0027/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0023/2020-AGERGS-SFG;000141-39.00/12-4
01/10/2023;ARSEP;0023/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Riachão IV-EOL; EOL.CV.RN.030874-9.01;Central Geradora Eolica Anemoi S/A;12959327000174;78100100019282000;;24/05/2021; Multa;38707,2;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0023/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0023/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana XV-EOL; EOL.CV.PI.031416-1.01;Ventos de Santa Joana XV Energias Renováveis S/A;19082728000138;48500001287202100;;12/05/2021; Multa;47736,3;;;;;;;;;;1128/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0079/2020-SFG;4,85E+16
01/10/2023;ARPE;0023/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;23/22CEE-ARPE-S10;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0023/2022-ARPE-SFG;23/22CEE-ARPE-S10
01/10/2023;ANEEL;0023/2022-SFG;15/08/2022;1.01.02 - Procedimento da Fase Obras; Coremas V-UFV; UFV.RS.PB.032888-0.01;Coremas V Geração de Energia Spe Ltda.;34920838000115;48500006905202200;4,85E+16;19/08/2022; Multa;33471,36;;;;;;;;;;1191/2022-SFG;20/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0016/2022-SFG;4,85E+16
01/10/2023;ANEEL;0024/2019-SFE;30/10/2019;Empreendimentos de Transmissão;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500003001201600;;05/11/2019; Multa;2434460,41;18/11/2019;16/03/2020;Decisão anterior mantida;4,8534E+16;2434460,41;30/11/2020;Decisão anterior mantida;4,8575E+16;2434460,41;;; Multa do Grupo III Art. 6º;0013/2019-SFE;4,85E+16
01/10/2023;ANEEL;0024/2020-SFE;12/06/2020;Ocorrências/Perturbações;Não se aplica;Não se aplica;Centrais Elétricas do Norte do Brasil S/A ELETRONORTE - ELETRONORTE;357038000116;48500005397201900;;15/06/2020; Multa;11525186,25;;;;;;;;;;0019/2020-SFE;15/07/2020; Multa do Grupo III Art. 6º;0003/2020-SFE;4,85E+16
01/10/2023;ANEEL;0024/2020-SFF;02/06/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;Usina Xavantes S/A;8435796000117;48500000576202000;4,85E+16;10/06/2020; Advertência;0;;;;;;;;;;1042/2020-SFF;08/07/2020;;0002/2020-SFF;4,85E+16
01/10/2023;AGERGS;0024/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace IV-EOL; EOL.CV.RS.030741-6.01;Eólica Geribatu IV S/A;14606657000101;000708-39.00/21-4;;22/04/2021; Multa;42876,8;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0028/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0024/2020-AGERGS-SFG;000113-39.00/12-4
01/10/2023;ARSEP;0024/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Eurus II-EOL; EOL.CV.RN.030499-9.01;Eurus II Energias Renováveis S/A - Eurus II;10797897000180;78100100019292000;;26/05/2021; Multa;60254,3;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0024/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0024/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santo Augusto V-EOL; EOL.CV.PI.031661-0.01;Ventos de Santo Augusto V Energias Renováveis S/A;17875427000136;48500001464202100;;12/05/2021; Multa;47253,3;;;;;;;;;;1134/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0087/2020-SFG;4,85E+16
01/10/2023;ARPE;0024/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;24/22CEE-ARPE-S11;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0024/2022-ARPE-SFG;24/22CEE-ARPE-S11
01/10/2023;ANEEL;0024/2022-SFG;15/08/2022;1.01.02 - Procedimento da Fase Obras; Coremas IV-UFV; UFV.RS.PB.032843-0.01;Coremas IV Geração de Energia Spe Ltda.;34921036000120;48500006400202200;4,85E+16;19/08/2022; Multa;33471,36;;;;;;;;;;1192/2022-SFG;20/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0015/2022-SFG;4,85E+16
01/10/2023;ANEEL;0025/2019-SFE;20/11/2019;Operação e Manutenção;Não se aplica;Não se aplica;COPEL Geração e Transmissão S/A - COPEL-Gt;4370282000170;48500001204201900;;25/11/2019; Multa;2484343,71;05/12/2019;08/12/2020;Decisão anterior mantida;4,8534E+16;2484343,71;19/03/2021;Decisão anterior mantida;4,8575E+16;2484343,71;0036/2022-SFE;26/12/2022; Multa do Grupo III Art. 6º;0014/2019-SFE;4,85E+16
01/10/2023;ANEEL;0025/2020-SFE;26/06/2020;Obras de Transmissão;Não se aplica;Não se aplica;Cia. Hidro Elétrica do São Francisco - CHESF;33541368000116;48500003195201900;;29/06/2020; Multa;588445,36;09/07/2020;09/11/2020;Decisão anterior mantida / Recurso acatado parcialmente;4,8534E+16;588445,36;20/04/2021;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;415373,2;0013/2021-SFE;13/05/2021; Multa do Grupo III Art. 6º;0004/2020-SFE;4,85E+16
01/10/2023;ANEEL;0025/2020-SFF;05/06/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;Estreito Energia S/A - Estreito Energia;7089298000105;48500000577202000;;10/06/2020; Advertência;0;;;;;;;;;;1043/2020-SFF;08/07/2020;;0003/2020-SFF;4,85E+16
01/10/2023;AGERGS;0025/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace V-EOL; EOL.CV.RS.030829-3.01;Eólica Geribatu V S/A;14608082000166;000709-39.00/21-7;;22/04/2021; Multa;35142,52;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0029/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0025/2020-AGERGS-SFG;000249-39.00/12-4
01/10/2023;ANEEL;0025/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; CSP-UTE; UTE.CM.CE.031241-0.02;Cia. Siderurgica do Pecem - CSP;9509535000167;48500001276202100;;03/06/2021; Multa;36812,5;11/06/2021;;Decisão anterior mantida;4,8532E+16;36812,5;;Decisão anterior mantida;4,8575E+16;36812,5;1151/2022-SFG;12/07/2022; Multa do Grupo III (REN 846/2019) Art. 11;0113/2020-SFG;4,85E+16
01/10/2023;ARPE;0025/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;25/22CEE-ARPE-S12;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0026/2022-ARPE-SFG;25/22CEE-ARPE-S12
01/10/2023;ANEEL;0025/2022-SFG;25/08/2022;1.01.02 - Procedimento da Fase Obras; Monte Cristo Sucuba-UTE; UTE.PE.RR.044653-0.01;Oliveira Energia Geração e Serviços Ltda.;4210423000197;48500007102202200;4,85E+16;06/09/2022; Multa;223472,42;20/09/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0021/2022-SFG;4,85E+16
01/10/2023;ANEEL;0026/2019-SFE;22/11/2019;Ocorrências/Perturbações;Não se aplica;Não se aplica;Cia. de Transmissão de Energia Elétrica Paulista - CTEEP;2998611000104;48500000232201900;;22/11/2019; Multa;7846121,87;04/12/2019;05/06/2020;Decisão anterior mantida;4,8534E+16;7846121,87;10/11/2021;Decisão anterior mantida;4,8575E+16;7846121,87;;; Multa do Grupo III Art. 6º;0015/2019-SFE;4,85E+16
01/10/2023;ANEEL;0026/2020-SFE;06/07/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;LIGHT Serviços de Eletricidade S a - LIGHT;60444437000146;48500000251202000;;14/07/2020; Multa;16659084,76;23/07/2020;07/10/2020;Decisão anterior mantida;4,8534E+16;16659084,76;05/10/2022;Decisão anterior mantida;4,8575E+16;16659084,76;1244/2023-SFT;19/09/2023; Multa do Grupo III Art. 6º;0005/2020-SFE;4,85E+16
01/10/2023;ANEEL;0026/2020-SFF;09/06/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Santa Cruz Geração de Energia S/A - Clfsc-Ger;7614088000180;48500000563202000;;10/06/2020; Advertência;0;;;;;;;;;;1038/2020-SFF;02/07/2020;;0026/2020-SFF;4,85E+16
01/10/2023;AGERGS;0026/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace VI-EOL; EOL.CV.RS.030740-8.01;Eólica Geribatu VI S/A;14607768000132;000710-39.00/21-4;;22/04/2021; Multa;24502,6;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0030/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0026/2020-AGERGS-SFG;000114-39.00/12-7
01/10/2023;ANEEL;0026/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Porto do Itaqui (Antiga Termomaranhão)-UTE; UTE.CM.MA.029700-3.01;Itaqui Geração de Energia S/A;8219477000174;48500001245202100;;12/05/2021; Multa;67812,5;24/05/2021;;Decisão anterior mantida;4,8532E+16;67812,5;;Decisão anterior mantida;4,8575E+16;67812,5;1105/2022-SFG;25/02/2022; Multa do Grupo III (REN 846/2019) Art. 11;0114/2020-SFG;4,85E+16
01/10/2023;ARPE;0026/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;26/22CEE-ARPE-S13;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0027/2022-ARPE-SFG;26/22CEE-ARPE-S13
01/10/2023;ANEEL;0026/2022-SFG;26/08/2022;1.02.15 - Demais Obrigações Normativas;Empreendimentos de Geração;Não informado;Açúcar e Álcool Bandeirantes S/A;75619056000128;48500007209202200;;08/09/2022; Multa;32529,12;;;;;;;;;;1193/2022-SFG;28/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0048/2021-SFG;4,85E+16
01/10/2023;ANEEL;0027/2019-SFE;17/12/2019;Indicadores de Continuidade;Não se aplica;Não se aplica;CELESC Distribuição S/A;8336783000948;48500000683201900;;19/12/2019; Advertência / Multa;3379013,58;30/12/2019;20/02/2020;Decisão anterior mantida;4,8534E+16;3379013,58;11/12/2020;Decisão anterior mantida;4,8575E+16;3379013,58;;; Advertência Art. 3º / Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0016/2019-SFE;4,85E+16
01/10/2023;ANEEL;0027/2020-SFE;10/07/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;Espirito Santo Distribuição de Energia S/A - EDP ES;28152650000171;48500000026202000;;14/07/2020; Multa;3708666,87;24/07/2020;22/09/2020;Decisão anterior mantida;4,8534E+16;3708666,87;10/11/2021;Decisão anterior mantida;4,8575E+16;3708666,87;0025/2021-SFE;13/12/2021; Multa do Grupo III Art. 6º;0006/2020-SFE;4,85E+16
01/10/2023;ANEEL;0027/2020-SFF;13/07/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Vale do São Bartolomeu Transmissora de Energia S/A - VSB;18748842000191;48500001582202000;;15/07/2020; Multa;2948,9;;;;;;;;;;1049/2020-SFF;03/08/2020; Multa do Grupo III Art. 6º;0042/2020-SFF;4,85E+16
01/10/2023;AGERGS;0027/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace VII-EOL; EOL.CV.RS.030747-5.01;Eólica Geribatu VII S/A;14608060000104;000711-39.00/21-7;;22/04/2021; Multa;36753,54;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0031/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0027/2020-AGERGS-SFG;000142-39.00/12-7
01/10/2023;ANEEL;0027/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Maranhão III-UTE; UTE.GN.MA.030800-5.01;Parnaíba II Geração de Energia S/A - Parnaiba II;14578002000177;48500001235202100;;12/05/2021; Multa;41462,5;24/05/2021;;Decisão anterior mantida;4,8532E+16;41462,5;;Decisão anterior mantida;4,8575E+16;41462,5;1106/2022-SFG;25/02/2022; Multa do Grupo III (REN 846/2019) Art. 11;0115/2020-SFG;4,85E+16
01/10/2023;ARPE;0027/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;27/22CEE-ARPE-S14;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0028/2022-ARPE-SFG;27/22CEE-ARPE-S14
01/10/2023;ANEEL;0027/2022-SFG;02/09/2022;1.01.02 - Procedimento da Fase Obras; Futura 1-UFV / Futura 2-UFV / Futura 3-UFV / Futura 4-UFV; UFV.RS.BA.037479-2.01 / UFV.RS.BA.037480-6.01 / UFV.RS.BA.037481-4.01 / UFV.RS.BA.037482-2.01;SPE Futura 1 Geração e Comercialização de Energia Solar S/A;37349957000158;48500007150202200;4,85E+16;22/11/2022; Multa;156050,53;02/12/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0006/2022-SFG;4,85E+16
01/10/2023;ANEEL;0028/2019-SFE;20/12/2019;Operação e Manutenção;Não se aplica;Não se aplica;Centrais Elétricas do Norte do Brasil S/A ELETRONORTE - ELETRONORTE;357038000116;48500001271201900;;03/01/2020; Multa;9280927,79;;;;;;;;;;0002/2020-SFE;04/02/2020; Multa do Grupo III Art. 6º;0017/2019-SFE;4,85E+16
01/10/2023;ANEEL;0028/2020-SFE;21/07/2020;Operação e Manutenção;Não se aplica;Não se aplica;Centrais Elétricas do Norte do Brasil S/A ELETRONORTE - ELETRONORTE;357038000116;48500004263201900;;21/07/2020; Advertência / Multa;7037649,66;;;;;;;;;;0027/2020-SFE;01/10/2020; Multa do Grupo III Art. 6º;0007/2020-SFE;4,85E+16
01/10/2023;ANEEL;0028/2020-SFF;23/07/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Triângulo Mineiro Transmissora S/A - TMT;17261505000102;48500001579202000;;27/07/2020; Multa;2948,9;;;;;;;;;;1048/2020-SFF;03/08/2020; Multa do Grupo III Art. 6º;0040/2020-SFF;4,85E+16
01/10/2023;AGERGS;0028/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace VIII-EOL; EOL.CV.RS.030755-6.01;Eólica Geribatu VIII S/A;14610234000165;000712-39.00/21-0;;22/04/2021; Multa;30306,54;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0032/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0028/2020-AGERGS-SFG;000134-39.00/12-0
01/10/2023;ANEEL;0028/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santo Augusto IV-EOL; EOL.CV.PI.031603-2.01;Ventos de Santo Augusto IV Energias Renovaveis S/A;19781992000160;48500001279202100;;12/05/2021; Multa;54397,79;;;;;;;;;;1135/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0086/2020-SFG;4,85E+16
01/10/2023;ARPE;0028/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;28/22CEE-ARPE-S15;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0029/2022-ARPE-SFG;28/22CEE-ARPE-S15
01/10/2023;ANEEL;0028/2022-SFG;02/09/2022;1.01.02 - Procedimento da Fase Obras; Futura 5-UFV / Futura 6-UFV / Futura 7-UFV / Futura 8-UFV; UFV.RS.BA.037483-0.01 / UFV.RS.BA.037484-9.01 / UFV.RS.BA.037485-7.01 / UFV.RS.BA.037486-5.01;SPE Futura 2 Geração e Comercialização de Energia Solar S/A;37349892000140;48500007151202200;4,85E+16;22/11/2022; Multa;156050,53;02/12/2022;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0007/2022-SFG;4,85E+16
01/10/2023;ANEEL;0029/2019-SFE;30/12/2019;Técnica;Não se aplica;Não se aplica;Cia. Energética de Pernambuco - CELPE;10835932000108;48500003711201900;;02/01/2020; Multa;2925091,96;13/01/2020;;;;;23/07/2020;Recurso acatado parcialmente;4,85E+16;2898579,38;0028/2020-SFE;01/10/2020; Multa do Grupo III Art. 6º;0019/2019-SFE;4,85E+16
01/10/2023;ANEEL;0029/2020-SFE;24/07/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;Ampla Energia e Serviços S/A - ENEL RJ;33050071000158;48500000177202000;;27/07/2020; Multa;17011037,25;06/08/2020;08/10/2020;Decisão anterior mantida;4,8534E+16;17011037,25;;;;;;; Multa do Grupo III Art. 6º;0008/2020-SFE;4,85E+16
01/10/2023;AGERGS;0029/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace IX-EOL; EOL.CV.RS.030748-3.01;Eólica Geribatu IX S/A;14607730000160;000713-39.00/21-2;;22/04/2021; Multa;35142,05;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0033/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0029/2020-AGERGS-SFG;000137-39.00/12-9
01/10/2023;ARSEP;0029/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Areia Branca-EOL; EOL.CV.RN.030340-2.01;Eólica Bela Vista Geração e Comercialização de Energia S/A;10288502000113;78100100019392000;;24/05/2021; Multa;56760,2;02/06/2021;;;;;;Recurso acatado parcialmente;10174706;;;; Multa do Grupo III (REN 846/2019) Art. 11;0029/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0029/2021-SFG;26/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana XI-EOL; EOL.CV.PI.031388-2.01;Ventos de Santa Joana XI Energias Renováveis S/A;19082675000155;48500001294202100;;07/06/2021; Multa;47774,67;;;;;;;;;;1129/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0074/2020-SFG;4,85E+16
01/10/2023;ANEEL;0029/2022-SFG;02/09/2022;1.01.02 - Procedimento da Fase Obras; Futura 10-UFV / Futura 11-UFV / Futura 12-UFV / Futura 9-UFV; UFV.RS.BA.037487-3.01 / UFV.RS.BA.037488-1.01 / UFV.RS.BA.037489-0.01 / UFV.RS.BA.037490-3.01;SPE Futura 3 Geração e Comercialização de Energia Solar S/A;37350010000167;48500007152202200;4,85E+16;22/11/2022; Multa;156050,53;02/12/2022;;;;;;;;;;; Multa do Grupo III Art. 6º;0008/2022-SFG;4,85E+16
